Code,Definition
T21.47XA,"Corrosion of unspecified degree of female genital region, initial encounter"
T21.47XD,"Corrosion of unspecified degree of female genital region, subsequent encounter"
T21.47XS,"Corrosion of unspecified degree of female genital region, sequela"
T21.57XA,"Corrosion of first degree of female genital region, initial encounter"
T21.57XD,"Corrosion of first degree of female genital region, subsequent encounter"
T21.57XS,"Corrosion of first degree of female genital region, sequela"
T21.67XA,"Corrosion of second degree of female genital region, initial encounter"
T21.67XD,"Corrosion of second degree of female genital region, subsequent encounter"
T21.67XS,"Corrosion of second degree of female genital region, sequela"
T21.77XA,"Corrosion of third degree of female genital region, initial encounter"
T21.77XD,"Corrosion of third degree of female genital region, subsequent encounter"
T21.77XS,"Corrosion of third degree of female genital region, sequela"
T83.31XA,"Breakdown (mechanical) of intrauterine contraceptive device, initial encounter"
T83.31XD,"Breakdown (mechanical) of intrauterine contraceptive device, subsequent encounter"
T83.31XS,"Breakdown (mechanical) of intrauterine contraceptive device, sequela"
T83.32XA,"Displacement of intrauterine contraceptive device, initial encounter"
T83.32XD,"Displacement of intrauterine contraceptive device, subsequent encounter"
T83.32XS,"Displacement of intrauterine contraceptive device, sequela"
T83.39XA,"Other mechanical complication of intrauterine contraceptive device, initial encounter"
T83.39XD,"Other mechanical complication of intrauterine contraceptive device, subsequent encounter"
T83.39XS,"Other mechanical complication of intrauterine contraceptive device, sequela"
T83.711A,"Erosion of implanted vaginal mesh to surrounding organ or tissue, initial encounter"
T83.711D,"Erosion of implanted vaginal mesh to surrounding organ or tissue, subsequent encounter"
T83.711S,"Erosion of implanted vaginal mesh to surrounding organ or tissue, sequela"
T83.721A,"Exposure of implanted vaginal mesh into vagina, initial encounter"
T83.721D,"Exposure of implanted vaginal mesh into vagina, subsequent encounter"
T83.721S,"Exposure of implanted vaginal mesh into vagina, sequela"
Y76.0,Diagnostic and monitoring obstetric and gynecological devices associated with adverse incidents
Y76.1,Therapeutic (nonsurgical) and rehabilitative obstetric and gynecological devices associated with adverse incidents
Y76.2,"Prosthetic and other implants, materials and accessory obstetric and gynecological devices associated with adverse incidents"
Y76.3,"Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents"
Y76.8,"Miscellaneous obstetric and gynecological devices associated with adverse incidents, not elsewhere classified"
Z01.411,Encounter for gynecological examination (general) (routine) with abnormal findings
Z01.419,Encounter for gynecological examination (general) (routine) without abnormal findings
Z01.42,Encounter for cervical smear to confirm findings of recent normal smear following initial abnormal smear
Z03.71,Encounter for suspected problem with amniotic cavity and membrane ruled out
Z03.72,Encounter for suspected placental problem ruled out
Z03.73,Encounter for suspected fetal anomaly ruled out
Z03.74,Encounter for suspected problem with fetal growth ruled out
Z03.75,Encounter for suspected cervical shortening ruled out
Z03.79,Encounter for other suspected maternal and fetal conditions ruled out
Z12.4,Encounter for screening for malignant neoplasm of cervix
Z12.72,Encounter for screening for malignant neoplasm of vagina
Z12.73,Encounter for screening for malignant neoplasm of ovary
Z13.32,Encounter for screening for maternal depression
Z15.02,Genetic susceptibility to malignant neoplasm of ovary
Z15.04,Genetic susceptibility to malignant neoplasm of endometrium
Z30.011,Encounter for initial prescription of contraceptive pills
Z30.012,Encounter for prescription of emergency contraception
Z30.013,Encounter for initial prescription of injectable contraceptive
Z30.014,Encounter for initial prescription of intrauterine contraceptive device
Z30.015,Encounter for initial prescription of vaginal ring hormonal contraceptive
Z30.018,Encounter for initial prescription of other contraceptives
Z30.019,"Encounter for initial prescription of contraceptives, unspecified"
Z30.41,Encounter for surveillance of contraceptive pills
Z30.42,Encounter for surveillance of injectable contraceptive
Z30.430,Encounter for insertion of intrauterine contraceptive device
Z30.431,Encounter for routine checking of intrauterine contraceptive device
Z30.432,Encounter for removal of intrauterine contraceptive device
Z30.433,Encounter for removal and reinsertion of intrauterine contraceptive device
Z30.44,Encounter for surveillance of vaginal ring hormonal contraceptive device
Z30.45,Encounter for surveillance of transdermal patch hormonal contraceptive device
Z30.46,Encounter for surveillance of implantable subdermal contraceptive
Z30.49,Encounter for surveillance of other contraceptives
Z31.430,Encounter of female for testing for genetic disease carrier status for procreative management
Z31.438,Encounter for other genetic testing of female for procreative management
Z31.7,Encounter for procreative management and counseling for gestational carrier
Z31.81,Encounter for male factor infertility in female patient
Z31.82,Encounter for Rh incompatibility status
Z31.83,Encounter for assisted reproductive fertility procedure cycle
Z32.00,"Encounter for pregnancy test, result unknown"
Z32.01,"Encounter for pregnancy test, result positive"
Z32.02,"Encounter for pregnancy test, result negative"
Z33.1,"Pregnant state, incidental"
Z33.2,Encounter for elective termination of pregnancy
Z33.3,"Pregnant state, gestational carrier"
Z34.00,"Encounter for supervision of normal first pregnancy, unspecified trimester"
Z34.01,"Encounter for supervision of normal first pregnancy, first trimester"
Z34.02,"Encounter for supervision of normal first pregnancy, second trimester"
Z34.03,"Encounter for supervision of normal first pregnancy, third trimester"
Z34.80,"Encounter for supervision of other normal pregnancy, unspecified trimester"
Z34.81,"Encounter for supervision of other normal pregnancy, first trimester"
Z34.82,"Encounter for supervision of other normal pregnancy, second trimester"
Z34.83,"Encounter for supervision of other normal pregnancy, third trimester"
Z34.90,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
Z34.91,"Encounter for supervision of normal pregnancy, unspecified, first trimester"
Z34.92,"Encounter for supervision of normal pregnancy, unspecified, second trimester"
Z34.93,"Encounter for supervision of normal pregnancy, unspecified, third trimester"
Z36.0,Encounter for antenatal screening for chromosomal anomalies
Z36.1,Encounter for antenatal screening for raised alphafetoprotein level
Z36.2,Encounter for other antenatal screening follow-up
Z36.3,Encounter for antenatal screening for malformations
Z36.4,Encounter for antenatal screening for fetal growth retardation
Z36.5,Encounter for antenatal screening for isoimmunization
Z36.81,Encounter for antenatal screening for hydrops fetalis
Z36.82,Encounter for antenatal screening for nuchal translucency
Z36.83,Encounter for fetal screening for congenital cardiac abnormalities
Z36.84,Encounter for antenatal screening for fetal lung maturity
Z36.85,Encounter for antenatal screening for Streptococcus B
Z36.86,Encounter for antenatal screening for cervical length
Z36.87,Encounter for antenatal screening for uncertain dates
Z36.88,Encounter for antenatal screening for fetal macrosomia
Z36.89,Encounter for other specified antenatal screening
Z36.8A,Encounter for antenatal screening for other genetic defects
Z36.9,"Encounter for antenatal screening, unspecified"
Z37.0,Single live birth
Z37.1,Single stillbirth
Z37.2,"Twins, both liveborn"
Z37.3,"Twins, one liveborn and one stillborn"
Z37.4,"Twins, both stillborn"
Z37.50,"Multiple births, unspecified, all liveborn"
Z37.51,"Triplets, all liveborn"
Z37.52,"Quadruplets, all liveborn"
Z37.53,"Quintuplets, all liveborn"
Z37.54,"Sextuplets, all liveborn"
Z37.59,"Other multiple births, all liveborn"
Z37.60,"Multiple births, unspecified, some liveborn"
Z37.61,"Triplets, some liveborn"
Z37.62,"Quadruplets, some liveborn"
Z37.63,"Quintuplets, some liveborn"
Z37.64,"Sextuplets, some liveborn"
Z37.69,"Other multiple births, some liveborn"
Z37.7,"Other multiple births, all stillborn"
Z37.9,"Outcome of delivery, unspecified"
Z39.0,Encounter for care and examination of mother immediately after delivery
Z39.1,Encounter for care and examination of lactating mother
Z39.2,Encounter for routine postpartum follow-up
Z3A.00,Weeks of gestation of pregnancy not specified
Z3A.01,Less than 8 weeks gestation of pregnancy
Z3A.08,8 weeks gestation of pregnancy
Z3A.09,9 weeks gestation of pregnancy
Z3A.10,10 weeks gestation of pregnancy
Z3A.11,11 weeks gestation of pregnancy
Z3A.12,12 weeks gestation of pregnancy
Z3A.13,13 weeks gestation of pregnancy
Z3A.14,14 weeks gestation of pregnancy
Z3A.15,15 weeks gestation of pregnancy
Z3A.16,16 weeks gestation of pregnancy
Z3A.17,17 weeks gestation of pregnancy
Z3A.18,18 weeks gestation of pregnancy
Z3A.19,19 weeks gestation of pregnancy
Z3A.20,20 weeks gestation of pregnancy
Z3A.21,21 weeks gestation of pregnancy
Z3A.22,22 weeks gestation of pregnancy
Z3A.23,23 weeks gestation of pregnancy
Z3A.24,24 weeks gestation of pregnancy
Z3A.25,25 weeks gestation of pregnancy
Z3A.26,26 weeks gestation of pregnancy
Z3A.27,27 weeks gestation of pregnancy
Z3A.28,28 weeks gestation of pregnancy
Z3A.29,29 weeks gestation of pregnancy
Z3A.30,30 weeks gestation of pregnancy
Z3A.31,31 weeks gestation of pregnancy
Z3A.32,32 weeks gestation of pregnancy
Z3A.33,33 weeks gestation of pregnancy
Z3A.34,34 weeks gestation of pregnancy
Z3A.35,35 weeks gestation of pregnancy
Z3A.36,36 weeks gestation of pregnancy
Z3A.37,37 weeks gestation of pregnancy
Z3A.38,38 weeks gestation of pregnancy
Z3A.39,39 weeks gestation of pregnancy
Z3A.40,40 weeks gestation of pregnancy
Z3A.41,41 weeks gestation of pregnancy
Z3A.42,42 weeks gestation of pregnancy
Z3A.49,Greater than 42 weeks gestation of pregnancy
Z40.02,Encounter for prophylactic removal of ovary(s)
Z40.03,Encounter for prophylactic removal of fallopian tube(s)
Z52.810,"Egg (Oocyte) donor under age 35, anonymous recipient"
Z52.811,"Egg (Oocyte) donor under age 35, designated recipient"
Z52.812,"Egg (Oocyte) donor age 35 and over, anonymous recipient"
Z52.813,"Egg (Oocyte) donor age 35 and over, designated recipient"
